,auc,dcnn_domain,img_domain,orientation,id
444,0.914375,objects,100_objects_100_each,inverted,objects_25
445,0.889375,objects,100_objects_100_each,inverted,objects_26
446,0.951875,objects,100_objects_100_each,inverted,objects_27
447,0.95625,objects,100_objects_100_each,inverted,objects_28
448,0.91875,objects,100_objects_100_each,inverted,objects_29
449,0.958125,objects,100_objects_100_each,inverted,objects_30
450,0.985625,objects,100_objects_100_each,upright,objects_1
451,0.963125,objects,100_objects_100_each,upright,objects_2
452,0.97625,objects,100_objects_100_each,upright,objects_3
453,0.985625,objects,100_objects_100_each,upright,objects_4
454,0.978125,objects,100_objects_100_each,upright,objects_5
455,0.9875,objects,100_objects_100_each,upright,objects_6
456,0.975,objects,100_objects_100_each,upright,objects_7
457,0.965,objects,100_objects_100_each,upright,objects_8
458,0.990625,objects,100_objects_100_each,upright,objects_9
459,0.98625,objects,100_objects_100_each,upright,objects_10
460,0.985625,objects,100_objects_100_each,upright,objects_11
461,0.9475,objects,100_objects_100_each,upright,objects_12
462,0.98,objects,100_objects_100_each,upright,objects_13
463,0.98375,objects,100_objects_100_each,upright,objects_14
464,0.988125,objects,100_objects_100_each,upright,objects_15
465,0.95375,objects,100_objects_100_each,upright,objects_16
466,0.986875,objects,100_objects_100_each,upright,objects_17
467,0.998125,objects,100_objects_100_each,upright,objects_18
468,0.96625,objects,100_objects_100_each,upright,objects_19
469,0.969375,objects,100_objects_100_each,upright,objects_20
470,0.9525,objects,100_objects_100_each,upright,objects_21
471,0.960625,objects,100_objects_100_each,upright,objects_22
472,0.993125,objects,100_objects_100_each,upright,objects_23
473,0.975625,objects,100_objects_100_each,upright,objects_24
474,0.95375,objects,100_objects_100_each,upright,objects_25
475,0.95375,objects,100_objects_100_each,upright,objects_26
476,0.965,objects,100_objects_100_each,upright,objects_27
477,0.970625,objects,100_objects_100_each,upright,objects_28
478,0.953125,objects,100_objects_100_each,upright,objects_29
479,0.98,objects,100_objects_100_each,upright,objects_30
480,0.536875,objects,hands_both_bg_unbalanced,inverted,objects_1
481,0.550625,objects,hands_both_bg_unbalanced,inverted,objects_2
482,0.56375,objects,hands_both_bg_unbalanced,inverted,objects_3
483,0.420625,objects,hands_both_bg_unbalanced,inverted,objects_4
484,0.52125,objects,hands_both_bg_unbalanced,inverted,objects_5
485,0.555,objects,hands_both_bg_unbalanced,inverted,objects_6
486,0.5981250000000001,objects,hands_both_bg_unbalanced,inverted,objects_7
487,0.5575,objects,hands_both_bg_unbalanced,inverted,objects_8
488,0.48,objects,hands_both_bg_unbalanced,inverted,objects_9
489,0.505,objects,hands_both_bg_unbalanced,inverted,objects_10
490,0.5431250000000001,objects,hands_both_bg_unbalanced,inverted,objects_11
491,0.478125,objects,hands_both_bg_unbalanced,inverted,objects_12
492,0.5606249999999999,objects,hands_both_bg_unbalanced,inverted,objects_13
493,0.528125,objects,hands_both_bg_unbalanced,inverted,objects_14
494,0.535625,objects,hands_both_bg_unbalanced,inverted,objects_15
495,0.473125,objects,hands_both_bg_unbalanced,inverted,objects_16
496,0.6187499999999999,objects,hands_both_bg_unbalanced,inverted,objects_17
497,0.495,objects,hands_both_bg_unbalanced,inverted,objects_18
498,0.525,objects,hands_both_bg_unbalanced,inverted,objects_19
499,0.573125,objects,hands_both_bg_unbalanced,inverted,objects_20
500,0.5774999999999999,objects,hands_both_bg_unbalanced,inverted,objects_21
501,0.44,objects,hands_both_bg_unbalanced,inverted,objects_22
502,0.514375,objects,hands_both_bg_unbalanced,inverted,objects_23
503,0.6900000000000001,objects,hands_both_bg_unbalanced,inverted,objects_24
504,0.600625,objects,hands_both_bg_unbalanced,inverted,objects_25
505,0.669375,objects,hands_both_bg_unbalanced,inverted,objects_26
506,0.57125,objects,hands_both_bg_unbalanced,inverted,objects_27
507,0.58625,objects,hands_both_bg_unbalanced,inverted,objects_28
508,0.524375,objects,hands_both_bg_unbalanced,inverted,objects_29
509,0.6018749999999999,objects,hands_both_bg_unbalanced,inverted,objects_30
510,0.4925,objects,hands_both_bg_unbalanced,upright,objects_1
511,0.6075,objects,hands_both_bg_unbalanced,upright,objects_2
512,0.4806249999999999,objects,hands_both_bg_unbalanced,upright,objects_3
513,0.583125,objects,hands_both_bg_unbalanced,upright,objects_4
514,0.48625,objects,hands_both_bg_unbalanced,upright,objects_5
515,0.46125,objects,hands_both_bg_unbalanced,upright,objects_6
516,0.63,objects,hands_both_bg_unbalanced,upright,objects_7
517,0.50375,objects,hands_both_bg_unbalanced,upright,objects_8
518,0.4675,objects,hands_both_bg_unbalanced,upright,objects_9
519,0.60375,objects,hands_both_bg_unbalanced,upright,objects_10
520,0.6243750000000001,objects,hands_both_bg_unbalanced,upright,objects_11
521,0.5325,objects,hands_both_bg_unbalanced,upright,objects_12
522,0.48,objects,hands_both_bg_unbalanced,upright,objects_13
523,0.6106250000000001,objects,hands_both_bg_unbalanced,upright,objects_14
524,0.53875,objects,hands_both_bg_unbalanced,upright,objects_15
525,0.59375,objects,hands_both_bg_unbalanced,upright,objects_16
526,0.511875,objects,hands_both_bg_unbalanced,upright,objects_17
527,0.4825,objects,hands_both_bg_unbalanced,upright,objects_18
528,0.563125,objects,hands_both_bg_unbalanced,upright,objects_19
529,0.4925,objects,hands_both_bg_unbalanced,upright,objects_20
530,0.57,objects,hands_both_bg_unbalanced,upright,objects_21
531,0.5225,objects,hands_both_bg_unbalanced,upright,objects_22
532,0.64,objects,hands_both_bg_unbalanced,upright,objects_23
533,0.494375,objects,hands_both_bg_unbalanced,upright,objects_24
534,0.5850000000000001,objects,hands_both_bg_unbalanced,upright,objects_25
535,0.515625,objects,hands_both_bg_unbalanced,upright,objects_26
536,0.4962500000000001,objects,hands_both_bg_unbalanced,upright,objects_27
537,0.593125,objects,hands_both_bg_unbalanced,upright,objects_28
538,0.5825000000000001,objects,hands_both_bg_unbalanced,upright,objects_29
539,0.60375,objects,hands_both_bg_unbalanced,upright,objects_30
